route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
97,2,916,INTERCAMBIADOR MARÍA JIMÉMEZ LOS VALLES,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-916,3F8FCF,000000
98,2,917,INTERCAMBIADOR  VALLESECO LA QUEBRADA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-917,3F8FCF,000000
147,2,919,INTERCAMBIADOR BARRIO SALUD CUESTA PIEDRA  POR BARRANCO DE SANTOS,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-919,3F8FCF,000000
11,2,920,INTERCAMBIADOR PLAZA DE ESPAÑA LA MARINA  RAMBLAS REYES CATÓLICOS TRES DE MAYO INTERCAMBIADOR,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-920,3F8FCF,000000
12,2,921,INTERCAMBIADOR AVENIDA REYES CATÓLICOS INTERCAMBIADOR,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-921,3F8FCF,000000
146,2,923,MUELLE NORTE  RAMBLAS  MORADITAS PARTE BAJA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-923,3F8FCF,000000
44,2,933,TACO BARRANCO GRANDE  CRUCE SANTA MARIA EL TABLERO,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-933,3F8FCF,000000
49,2,934,CIRCULAR INTERCAMBIADOR  TACO  SANTA MARIA DEL MAR  AÑAZA  INTERCAMBIADOR,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-934,3F8FCF,000000
50,2,935,INTERCAMBIADOR SANTA CRUZ  AÑAZA  ALISIOS  SANTA  MARIA DEL MAR,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-935,3F8FCF,000000
127,2,936,CIRCULAR INTERCAMBIADOR AÑAZA SANTA MARÍA TACO INTERCAMBIADOR,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-936,3F8FCF,000000
51,2,937,INTERCAMBIADOR TACO TINCER CRUCE EL SOBRADILLO,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-937,3F8FCF,000000
53,2,939,TACO EL SOBRADILLO LLANO DEL MORO,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-939,3F8FCF,000000
2,2,940,INTERCAMBIADOR ACORÁN  COSTANERA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-940,3F8FCF,000000
3,2,941,INTERCAMBIADOR  AÑAZA ACORAN  BOCA CANGREJO,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-941,3F8FCF,000000
5,2,944,EL TABLERO  LA GALLEGA  LAS HESPERIDES TINCER TACO,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-944,3F8FCF,000000
123,2,945,INTERCAMBIADOR  SAN ANDRES  IGUESTE DE SAN ANDRÉS,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-945,3F8FCF,000000
58,2,946,INTERCAMBIADOR  SAN ANDRES  TAGANANA  ALMÁCIGA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-946,3F8FCF,000000
59,2,947,INTERCAMBIADOR SAN ANDRES BAILADERO CHAMORGA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-947,3F8FCF,000000
251,2,970,INTERCAMBIADOR  SAN ANDRÉS NOCTURNA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-970,3F8FCF,000000
149,2,971,INTERCAMBIADOR BARRIO SALUD OFRA NOCTURNA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-971,3F8FCF,000000
150,2,972,INTERCAMBIADOR  BARRIO SALUD CUESTA PIEDRA NOCTURNA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-972,3F8FCF,000000
238,2,974,INTERCAMBIADOR TACO AÑAZA SANTA MARIA DEL MAR NOCTURNA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-974,3F8FCF,000000
250,2,975,INTERCAMBIADOR TINCER LA GALLEGA NOCTURNA,3,http://www.titsa.com/index.php/tus-guaguas/lineas-y-horarios/linea-975,3F8FCF,000000
